,twitts,sentiment
22380,Yum Ninfas mexican cafe!! Soo good! I'm extra full now  Loves the Galleria!!,1
22381,@DjEaseback Ariessss!  lolz,1
22382,@kend_ohh  okay  that's good! oh and you missed an AMAZING concert last night. i wish you were with us ,0
22383,"@applesu :|||| unfair, picking on me while i'm sleep-deprived ",0
22384,definitely in the top three!  vi@paulisded: &quot;My favorite Echo song. [Echo &amp; the Bunnymen - Never Stop] â« http://blip.fm/~7eggs,1
22385,Omg i cant sleep but i need to real bad - help! this sucks ,0
22386,Waiting for the car to get fixed...so much for shopping for a dress today ,0
22387,damn....some very big stuff in sight StepFree and a potential businesspartner ,1
22388,is having a hard time waking up today. gotta get out to the shop. then gotta proofread. Boooo. ,0
22389,@podiobooks @keikomushi Thanks for the mention of my #twttrlist ,1
22390,Lmao orchestra finalssss I don't know why people were laughing at me ahah ,0
22391,@DJSMOOK I'm going to pass out shortly so yes good night ,1
22392,"@MadisonMitchell I don't care. Assuming you're posting either lyrics or a title, I'm doing the same. Apocalyptica ",1
22393,I went through an entire box of tissues in less than 24 hours ,0
22394,@ashorten You may want to keep a stash of those pills... just in case ,1
22395,Feelin pretty good about the short game! But I still need a new driver! ,0
22396,Its cooooold ,0
22397,Just finished doin hair. I'm bouta go bak to my room shower nd try to take a mila sec nap B4 more Partyn! My las nite in da Ville! ,0
22398,@MarianDougan thanks for the link to blog; will link back when WP blog properly started ,1
22399,@kruel74 Was the sign made up of something fishy then? ;) (Fancy meeting you here.. thought you just plurked  ),1
22400,Just watched the New Moon trailer..loved it.  I am a Twilight nerd ,1
22401,@3sixty5days damn! i can't go! ,0
22402,@joelandluke ahhh! Happy Birthday Joel!!! I suck. ,0
22403,"@heycassadee http://twitpic.com/6ppn4 - Your so stunning cass, beautiful , I love the way you look and who you are ",1
22404,@trreed Two of my favorite authors.  I've been waiting for this sequel to Inferno for awhile now. ,1
22405,Zero tweeting birdies during nine twilight rounds at Windsor GC. ,0
22406,@SarahAnnGreen  bad luck   Good job you've got Twitter to keep you amused!,0
22407,@utingme Welcome to Twitter! ,1
22408,@FDMK Yeah...Goblet of Fire is my favorite so far ,1
22409,"shaheeeeeen to win, he has to. i love his voice! ",1
22410,"I wish i knew how to swim, anyone wants to teach me? ",1
22411,"slammed mi foot in my front door last night..very bloody, VERY painful..&amp; of course I had no vicodin. sadface: ",0
22412,"@Yael_80 i tried not to, but in the end i just could not help my self! ",0
22413,"Sigh...sad, sad news: farrah is gone. ",0
22414,"yay planning to go to london, natural history museum! cant wait for saturday ",1
22415,Wants to play waka waka! NOW! ,1
22416,g'nite tweets  heading to NC tomorrow not sure how my connectivity will be...on the berry or wifi so...keep me in your twayers :o),1
22417,having coffee while learning how to twitter... ,1
22418,@REMTEK i jst woke up cupcakes lol i didnt get to call ur boy b4 2pm. ,0
22419,"Happy Saturday  good time to rest after a short visit to Rome, Italy... I had such a great time!",1
22420,"@Miki_is_Rad your face is lame, i guess ",1
22421,@_elphaba Oooh sammiches... I wish I could partake in them with you guys ,0
22422,"@Fabolous_Krys23 ok  and please don't give up, there are people in the world who has it worse than you do that's something to think about",1
22423,I wish my throat would stop hurting ,0
22424,"i love you too evaaaa ugh I NEED A CAR IM GONNA CRY, okay maybe not cry, but i would love to go so bad ",0
22425,Is just confused... and sad... David is no longer the Doctor!! *cries* The 10th Doctor's reign is over.  Bring on Matt Smith!,0
22426,It's raining today. ,0
22427,"Dammit, just before Steve Martin and Paul Simon were about to jam on Jimmy Fallon's show, a damn Emergency Alert System test #tvsucks ",0
22428,@MadamSalami pmsl @poo... We had crap everywhere too. But NO More. Love it. My wool stash today though ,0
22429,"rise and grind tweeps.....up, food and reading ",1
22430,@TheBurghBlues Sounds good. I look forward to it ,1
22431,getting ready to hit the garage sale scene in the surrounding areas. Me and Annabelle with the stroller... watch out! ,1
22432,great news: my mom is pregnant again and its going to be a girl! I'm so happy my 2nd sis :~ ok ok I'm felling old now! ,0
22433,I cant bowl to save my life. The balls are heavy and the pins are to far away ,0
22434,i want to follow andy samberg on twitter i cant find him!!! ,0
22435,"@TweetDeck   What is the md5sum  or the url of the latest release , having problems  updating on Arch Linux ",0
22436,@jennybang  text me your whereabouts at 8 ,1
22437,first 3 boxes packed for the move.  Only a million and a half left to do.  This is the downfall of being a &quot;stuff&quot; collector  ,1
22438,@Eric_Chambers goooooooood morning! ,1
22439,is goin out  xxxx,1
22440,Goodnight Twitts!!! ,1
22441,"@rweiher They're crazy, I like em ",1
22442,Ghana received support from ITTF. Here we cannot even get a support from POC or PSC   http://tinyurl.com/lbzgrl,0
22443,@caldjr I say that's a good use of a sunny working day  Enjoy your grazebox.,1
22444,@Rogerthatv2 Speedholes! I can do them with a pickaxe and 5 minutes!  You drive it nicely ya hear! ,1
22445,still at work  very excited for pride!!! ahhhhhh!,0
22446,the new UR-1 packs...oh so tiny  http://trunc.it/ascl,1
22447,"sadly I've run out of coke, so the rum and cokes have come to an end...  ",0
22448,@XJHKW XAAAAAAAAV! i miss you ,0
22449,Got My Voice Back ,1
22450,woke up this morning and felt like crap. im sick  i was wanting to go see alex today but cant now. screw being sick.,0
22451,Up early again for work. ,0
22452,"No flying no diving, Weather ",0
22453,@ddlovato have fun here! U know we love u  next time come to barcelona =],1
22454,Havin chest pains ,0
22455,my muscless are so soreeee.. i can barely walk    lol,0
22456,"@DisneyLuis Well good, I'm happy for you. ",1
22457,@AAPC1228Mac1231 helloooo new friend ,1
22458,with Margaret ,1
22459,Off to the city in Melbourne to do some shopping. ,1
22460,@I_AM_SWAGG My wonderful nephew is named Myles too ,1
22461,@Aw_Re_ya_2_ im from Queensland Australia  wbu? xx,1
22462,just split my third pair of jeans...   maybe its time to start buying anything other then skinnies,0
22463,Nothing get's You like the rain pouring down for 3 days in the row  thank god it's Monday ... 4 more day of rain predicted here!,0
22464,On the plane headed to MDW! ,1
22465,Wondering what it will be like to watch the Cats without Jodie?  Won't be quite as much fun for me ,0
22466,http://twitpic.com/7j2tj - i miss my pauly. ,0
22467,@kar_mun1512 hmmm... i dunno how painful it was but finally is over for u right ,1
22468,"@joel_birch We've banned junk foods, sugar candy, we eat ONLY organic, lots of RAW foods and kids eat poultry only. Anybody can do it ",1
22469,@tanahuffman haha glad I could make you laugh!! ,1
22470,@fatee06 I did. You're welcome. ,1
22471,I am now Carm... ,1
22472,Kristin was here yesterday and i have a cold! ,0
22473,@Vickiedoherty Have fun..I'm very jealous ,0
22474,Song of the day: Jamie Foxx Ft Teairra Mari &amp; T-pain - Blame it (on the alcohol) REMIX ,1
22475,@Sunshines30x Oh noooo!  well let us know when u will reschedule..,0
22476,did not like swim team practice yesterday o know i cant find legs no they just hurt really bad ,0
22477,@dileno You're welcome  never had time to see them myself yesterday though... maybe tonight!,1
22478,My iTunes Iz broke. Won't let me put CDs in ,0
22479,my head really hurts. ,0
22480,is very very VERY bored! ,0
22481,just got off the treadmill and is waiting for Tracy to get here.  ,1
22482,Wimbledon: thank god bb Nole pulled through for me. ,0
22483,just very close to something pretty big. Never seen this before which could mean: a) it doesn't work b) it is brilliant. I bet on b ,1
22484,I don't get to see my girlfriend tomorrow.  Why can't we all just not work for one freaking weekend?????,0
22485,my fuckin chest hurts sooooooo bad =(  ice cream should make me feel better  haha,1
22486,not feeling good. ,0
22487,Work was absolutely amazing - banter flowing as per usual. Had Fish Pie... tasted alot like cottage pie tho... ,1
22488,"Seeking 865 NEW like minded folks to be my VIP on Twitter   http://ping.fm/yZFlL (My goal is 3,500 followers by June 1st)",1
22489,spending time with baby samii! ,1
22490,@bad_housewife  wow that sounds gorgeous! ,1
22491,"@fascicinate FOR YOUR INFO, my legs are smooth today ",1
22492,"And Happy Birthday to my bro, @barnejog! He's 20 today ",1
22493,"does anyone know why my SBSettings doesnt work? if i push any toggle, its like i didnt touch anything ",0
22494,@EagleWebAssets I will be there then  I have MAJOR making to do with xy kevin Lol! Miss ya,1
22495,"@AnkurGel Yes, exactly...Nobody was there to support him ",0
22496,At school.....Chiilllin in Classs  Wanna Be Outsidee,0
22497,@pyngvild Was it good? Probably won't get to see it until Saturday. ,0
22498,Time I wasn't here. Shower then off to Barnstaple to get son more footie boots then it's come on Ing-ger-land!! ,1
22499,Thanks to Silverwing I have now tried Lyra watercolour wax crayons and they are excellent!! Have ordered Box of 48 from Joanna Sheen ,1
22500,is so tired ,0
22501,fell in love with this blouse last night but decided to sleep on it...sold this a.m....so sad.  http://tinyurl.com/o9swud,0
22502,Wants to go back to Portland like yesterday  Work sucks,0
22503,Wow Im scared goin to seey grandma to orrow after what happened  at the same time I wanna go yet. Don't wanna go ,0
22504,"hmm got in 3 hours ago from drinkin all day, had 1 hours sleep, had a cold shower now its of to college for the day n i feel fuckin great ",1
22505,@terrytee68 -hey T! so am I! Holler-ulah! ,1
22506,"says good morning everyone! Once again, a happy mother's day to all the mothers out there!  I hope you all h... http://plurk.com/p/stq3f",1
22507,oww my cornrows r starting to hurt  I think I'll take em out,0
22508,Just dropped the mother-in-law off at the train station. Oxford hot and busy. A/C not working in the car ,0
22509,@russtopher13 have u tried drugs? ,1
22510,@yuriyld thank you for your answer  over-slept! will txt you later about tomorrow! :-D,1
22511,Damn I miss babeeY already...  can't wait 2 c him later...,0
22512,just found out David Eddings died  RIP,0
22513,Ummm 1/4 done studying for my history final.. And like 1/8 done for the night ,0
22514,Out for margaritas with dan and will ,1
22515,going on 2 weeks since ive been in the hospital....i miss my kittys! ,0
22516,no tweeted in a while so hiya ,1
22517,says good afternoon.  http://plurk.com/p/z1huc,1
22518,This is crazy. I HAVE to go to Target and see if they have a coupon organizer. ,0
22519,"@JennyJS haha thankyou  I can't get it til tuesday though, there were some stuff ups coz my sis got a phone as well, but I can wait!",1
22520,@OfficialBB  i hope they add some fit boys in this year because at the moment theres absolutly none  hopefully boys like dale and stuart x,0
22521,Man these school trousers make my ass look huge ,0
22522,says Good Afternoon!  http://plurk.com/p/119ca4,1
22523,"FYI, on my way 2 becoming a great auntie for the 4th time tonight.... that means I'm getting old   but it's ok.  ;-)",0
22524,Doing maths ,0
22525,"Oh crap,never mind,I just forgot that this job isn't for me,this stinks  it's all commission based,wah wah",0
22526,@priceless5799 im fine ,1
22527,"I think @DPZRAMONHas become the official pizza guy for @SMCChicago! http://bit.ly/jvWSZ (Ramon, you better join SMC...LOL!) ",1
22528,"@brenden LOL I know but it's not like I just up and hijacked it, I found your post b/c I thought it was fun way to make #ONTD tweets. ",0
22529,"Oh God , stuck with The Bee Gees  thx Mark  but idd great song",1
